album,cancion,id,autor,texto_crudo,Clasifiacion
EL RINCÓN DE LOS NIÑOS VOL. 6,TORTOLAS EN LA CONCHITA,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| TORTOLAS EN LA CONCHITA,,"Siguiendo las cadenitas en el polvo dibujadas, encontré unas tortolitas como la calle empedradas. En “La Conchita” cuando hay casorio, echan arroz sobre los novios. Al día siguiente de mañanita, llenan de buche las tortolitas. Siguiendo las cadenitas en el polvo dibujadas, encontré unas tortolitas como la calle empedradas. En “La Conchita” cuando hay casorio, echan arroz sobre los bovios. Al día siguiente de mañanita, llenan de buche las tortolitas. No se asusten tortolita, ¿Qué buscas tan ocupada? sigue arrullando afanosa, que no te voy hacer nada. Sigue diciendo que sí que si, buscando un grano de ajonjolí, sigue diciendo que sí que si, buscando un grano de ajonjolí.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL. 6,YO QUIERO SER MILLONARIO,EL RINCÓN DE LOS NIÑOS VOL. 6 ||| YO QUIERO SER MILLONARIO,,"Yo de ser un millonario, tengo tantas, tantas ganas que millonario he de ser antes que me salgan canas. Tendré para mis regalos millones de olas de mar, millones de cosas bellas sin tenerlas que comprar. Todas las gotas de lluvia sus diamantes me han de dar, millonarios de diamantes, mis ojos se volverán. Millonario de montañas desde ahora me declaro millonario de luceros y de amaneceres claros. Los caminos de la tierra para mi se prenderán, millonario de caminos que vuelva la libertad. Muchos millones de hermanos por el mundo he de tener, todos los seres humanos mis hermanos han de ser. Los caminos de la tierra para mi se prenderán, millonario de caminos que vuelva la libertad. Muchos millones de hermanos por el mundo he de tener, todos los seres humanos mis hermanos han de ser. Los caminos de la tierra para mi se prenderán, millonario de caminos que vuelva la libertad. Muchos millones de hermanos por el mundo he de tener, todos los seres humanos mis hermanos han de ser.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL. 6,"YO TE QUIERO, TU ME QUIERES","EL RINCÓN DE LOS NIÑOS VOL. 6 ||| YO TE QUIERO, TU ME QUIERES",,"Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien. El amor es algo natural, que a la vida le da intensidad, y mientras tu lo regalas más, más amor tendrás. Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien. Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien. Si estas tríste o te sientes mal, este canto vas a recordar, y a tus penas tu las mandarás lejos a volar. Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien. Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien. En el mundo hay desigualdad y las guerras hacen tanto mal, procuremos todos la equidad y también la paz. Yo te quiero, tu me quieres, eso está muy bien y si todos se quisieran pues requetebien.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,ADIVINANZA DE LA E,EL RINCÓN DE LOS NIÑOS VOL.4 ||| ADIVINANZA DE LA E,,"Adivina niño que letra soy que no estoy en casa y en coche voy. Soy una vocal y, fijate bien: en avión no vengo, siempre voy en tren. Soy trinche sin rabo, soy tres al revés, si ya me conoces, que requete bien. Escribeme a mano sobre del renglón, en fila formamos un tirabuzón. Tu a veces me nombras cuando no oyes bien ¡Ya lo adivinaste! mi nombre es E. Pelele y peneque llevan muchas es, decente, reseque, merengue y bebé.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,CHACARERA DE LA M,EL RINCÓN DE LOS NIÑOS VOL.4 ||| CHACARERA DE LA M,,"La M es una montaña con un tajo a la mitad, manuscrita, tres montañas, ni una menos, ni una más. Parece un camello flaco con las jorobas al aire, con el pescuezo empinado en el agua de un oasis. Con M te pones MONO, con M dices MAMÁ, a la P siempre antecede igual que a la B labial. Vamos a escribir la M con sus crestas empinadas, vamos a poner MERENGUE, en cima de MERMELADA.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,"D, DE DEDO","EL RINCÓN DE LOS NIÑOS VOL.4 ||| D, DE DEDO",,"D de dedo, D de dado, de domingo, de dorado. La minúscula parece una nota musical. Ha de ser la nota do o un palito para golf la mayúscula una luna rebanada a la mitad, si te pongo maricita se parece a Caridad. D de diente y delantal, D de dedo con dedal.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,FANFARINFAS VA CON F,EL RINCÓN DE LOS NIÑOS VOL.4 ||| FANFARINFAS VA CON F,,"Fanfarinfas es un bufo fanfarrón y fufurufo, se enfurruña y se le engrifa su melena de alijofifa. Pero si se pone eufórico y se siente filarmónico. Fanfarinfas va con F que es una letra de FRESA fijate qué forma tiene: parece una llave inglesa. Parece una llave inglesa, déjala que lo parezca, es la F de FRAMBUESA, de ALFORFON y FRUTA FRESCA.",LENGUA_INDIGENA
EL RINCÓN DE LOS NIÑOS VOL.4,H Y CH,EL RINCÓN DE LOS NIÑOS VOL.4 ||| H Y CH,,"Vamos a escribir la H con sus brazos paralelos que se mira y no se dice como si fuera un secreto. En silencio va la H escrita con las demás, su amiga la letra C a la H hace cantar. Letra que es para los ojos y no para los oídos, quien sabe dónde ponerla debe ser muy entendido. Escribo con H hora, hora de las del reloj, escribo con H ahora, ahora sí pero ora no. Aprende a poner las haches adonde deben estar, que la CH te avisa dónde con su sonoro chistar. Cuando con la CH y cállate con la H mira cómo se dao oita, en la palabra huarache.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,L Y LL,EL RINCÓN DE LOS NIÑOS VOL.4 ||| L Y LL,,"La L es un ángulo, la L es doblez, palito quebrado la letra L es, en ángulo recto se dobla la L se parte y se quiebra pero no le duele, L de lengua, L de luna, L de lunes y de una laguna. Con doble L se pone lluvia con una sola se pone alubia. Si tu pones dos eles suena lla lle lli dos patitas flacas que andan por allí. En una llanura una llama va, en dos dobles elles parece trotar L de Lengua",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA B GRANDE Y LA V CHICA,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA B GRANDE Y LA V CHICA,,"La B grande y la V chica se empezaron a pelear, por meterse en las palabras que veían al pasar; su mamá la Ortografía las palabras repetía: le tocó a la B de burro buzo, bonito y baturro. A la V de vaca, vino, verdolaga y adivino. La B grande usarás tú siempre en bra bre bri bro bru pero “vino vió y venció” con uvé lo pongo yo. A Bolivia y a volaba unu y una les tocaba.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA BRUJA A,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA BRUJA A,,"Es una bruja buena La A muchas palabras sabe formar con su varita de encantar fijate bien que trucos hará. Abracadabra que venga la A para que el sol se vuelva sal y por la magia de la A, hasta la col se vuelva cal. Abra la boca ábrala ya para que salga esta vocal. Y que la lupa se vuelva lapa y que la pipa se vuelva papa. Que sin la A no puedes cantar pedir auxilio ni agua ni pan. Que sin la A no pudes llamar a tu papá ni a tu mamá, porque es una bruja buena la A, abracadabra que venga la A. Que es una amiga sabia y fiel igualitita a la torre Eiffel.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA C,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA C,,"A media ruedita la C se parece, y tiene sonido de K y de S. Con la U, la O y la A suena cu y co y ca, pero con la E y la I suena ce y suena ci. Con la C ponemos canción, cuna, cobre y adición, con la C escribimos cienpiés, ceniza, cena y ciprés.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA G Y LA J,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA G Y LA J,,"Cuando sale Juan García con bastón y muy galante, lleva la J en las manos y la G lleva en los guantes. Cuando vuelve Juan García muy urfano y bien vestido la J trae en el nombre y la G lleva en el apellido. La Jota con G de gota el gusto con J es justo en gorjeo hay G y hay J lo mismo que en agujota. La G con J se ríe porque dice je je je, para poner gasolina tienes que poner la G, para poner gasolina tienes que poner la G, para poner gasolina tienes que tener con que.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA I,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA I,,"Un tallo de salsifí es la raya de la I, semilla de anjonjolí es el punto de la I. Dibuja rayas, ponle sus puntos, que formán íes cuando van juntos. Ponle su punto a cada i agujeritos de berbiquí. Un palo de pirulí es la raya de la i, ojito de colibrí es el punto de la i. Ponle dos íes a colibrí, ponle su acento a la última i. Ponle su punto a ca da I, con una S dice que sí. Un palo de pirulí",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA K Y LA W,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA K Y LA W,,"El KIWI es ave rara que no es de aquí, no tiene cola ni alas pero pico sí. En la palabra KIWI dos letras raras hay, la K y la W como tu verás. La W se lle como V o U; en V o en U mudamos a la W. En la palabra KIWI dos letras raras, la K y la W que son importadas. La K se va cambiando a C o a Q, griega es la K y sajona la W. En la palabra KIWI tan raras letras caben, apréndetelas antes de que se acaben.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA N Y LA Ñ,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA N Y LA Ñ,,"LA N Y LA Ñ Ña, ña, ña... Si te aprietas la nariz no puedes decir la N, ni puedes decir nariz si no puedes decir N, si acaso te da catarro N no puedes decir, porque la N y la M se dicen con la rariz. Ña, ña, ña... Después de N va F, se escribe antes de uvé, en triunfo viene la N, en envase y en envés. El uno tiene una N dos enes lleva anona, una N lleva nueve y la novena es la nona Ña, ña, ña... Nana se escribe con N que es una letra nasal, si encima lleva palito Ñ de niño tendrás. El palito de la Ñ el ojo al niño le guiña, con Ñ se escribe puño, muñeca, añicos y piña. Ña, ña, ña...",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA O,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA O,,"La O parece una rosca, un anillo de oro una voluta de humo, es como el aro de un loro, si, si, no, no, que si, que no, un aro de loro es la letra O La boca redonda en forma de O, se pone, se mira y se oye la O. si, si, no, no, que si, que no, es un anillito de oro la O. La O parece una rosca, un anillo de oro una voluta de humo, es como el aro de un loro, si, si, no, no, que si, que no, un aro de loro es la letra O La palabra ojo se escribe con O cada O me mira y la miro yo, si, si, no, no, que si, que no, ojo desvelado es la letra O.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA P,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA P,,"Mira la P paradita de puntillas en un pie, la P parece una pipa, el pecho saca la P. Hay dos pes en PAPALOTE, y va una P en PATINES, viene la P con ZAPATOS pero no con CALCETINES. Es una pompa en popote, una peral desparramado, una paleta de piña, un pabellón desplegado. Con la P se pone PLUMA, con la pluma pngo P, pregúntame cuántas veces escribo la P en PAPEL.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA Q,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA Q,,"Es una letra coja la letra Q: necesita apoyarse siempre de la U, y así, no va muy lejos, se queda aquí, sólo hasta donde lleguen la e y la i. Y dice QUI y dice QUE; con QUI, QUIZA, con QUE, PANQUE. Que no es con C, que no es con K, con Q sí es QUINQUE y QUIZA. Con Q QUEBEC, QUINTAL también, con Q QUETZAL, con Q de QUIEN. Quizá con Q con Q quedar quizá ya tú la sabes usar.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA R Y LA RR,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA R Y LA RR,,"Erre es la letra que ruge, óyela en fauces del león, ronronrea con el gato y roe con el ratón. Al principio de palabra una R bastará, vamos a echarle una porra a la R: RA; RA; RA. En medio de las palabras tienes tú que poner dos, una sola, suena ere y no ruge como león. Con ere, aro y avaro con erre, rosa y arroz, con erre, rápido y raro con ere, duro y feroz",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA S,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA S,,"Ese gas que escapa pronuncia la S, el viento que sopla y el globo que crece. La S musita: ¡silencio! ¡reposo! con S respiras si duermes sabroso. Serpiente sinuosa es la letra S, se estira, se tuerce y brava parece. Su cola se arrastra, su panza se enrosca, sílba y serpentea, sisea y se amosca, esa es la S de USO y de ASA, de ESA y de USO, de NESA y de MASA; esa es la S, la S es así, hace los plurales y dice que sí. Usa esa S, así la usarás: tres en SALSIPUEDES tres en SASAFRAS.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA T,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA T,,"El poste de luz es una letra T; si pintas una cruz es una letra T. Si pongo BOTAS, T pongo, si digo PATO, T digo, T pongo con CAMISETA, en ESTA CARTA, T escribo. TATUAJE va con T, con T TITIRITERO, con T se pone TINTA, con T también TINTERO. Con la T yo te tuteo, con la T te hablo de usted, y a las cinco de la tarde esperando té estaré.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA U,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA U,,"Ululua el viento, uh, uh, no le tengas miedo, amigo, viene a enseñarte la U por eso viene conmigo. Los labios abarquillados como cuando silbas tú, como un túnel estirados, soplas y sale la U. Con la U pones colunpio y es un columpio la U ¡mira qué graciosa boca cuando dices TRUCUTU! Con la U dices burbuja cucurucho y caribú y esté es sus cuernos dibuja una extravagante U.",ESPAÑOL_REGIONAL
EL RINCÓN DE LOS NIÑOS VOL.4,LA X,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA X,,"La X es una letra difícil de comprender: empiezas a hacerte cruces cuando le quieres poner. X es lo que no sabes, es incógnita y cuestión, plantada es sus dos patitas es una interrogación. plantada... Sobre un viejo pergamino una X busco yo que marcando está el tesoro que un pirata allí enterró. Cabalgando en cacomixtle una X ví pasar que aunque esté en el extranjero en México siempre está. que aunque: Crucecita reclinada, mucho tengo qué estudiar para ver en qué palabras se te debe colocar. para ver...",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA Y Y LA LL,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA Y Y LA LL,,"La Y griega es un arbolito con una rama nomás, es un camino con una desviación a la mitad; La Y griega es copa vacía que siempre pide algo más: y esto, y esto, y esto y lo otro, juntando palabras va. La Y griega y la doble L a veces suenan igual; con Y griega escribo yoyo y con doble L allá. Con doble L va llama, con Y griega yema va, bulla va con doble L, con Y griega Paraguay. La Y griega y la doble L.",ESPAÑOL_ESTANDAR
EL RINCÓN DE LOS NIÑOS VOL.4,LA Z,EL RINCÓN DE LOS NIÑOS VOL.4 ||| LA Z,,"La abeja viene zumbando mareada de tanta luz, al volar hace la Z, zum, zum, zum y zum, zum, zum. Abejita zumbadora, viene volando en zig, zag, porque pasa visitando esta flor y la de allá. La abeja zumba y rezumba canta la Z al zumbar, como si en lugar de néctar cargara electricidad. Abejita...",ESPAÑOL_REGIONAL
HUACHITO,EL CORRIDO DEL MURCIÉLAGO,HUACHITO ||| EL CORRIDO DEL MURCIÉLAGO,,"EL CORRIDO DEL MURCIÉLAGO SALIÓ DE NOCHE UN RATÓN BUSCANDO UNA MADRUGUERA EN EL INTERIOR SE HALLABA UNA RATITA HECHICERA. EL RATONCITO TEMBLANDO SE PUSO A LA DEFENSIVA AL MIRAR SUS OJOS ROJOS SÓLO TRAGABA SALIBA DIJO INTRIGADA LA RATA ¿QUÉ ANDAS HACIENDO TAN NOCHE? DEBERÍAS DE ESTAR DURMIENDO DESPUÉS DE TOMAR TU LECHE. DIJO CON MIEDO EL RATÓN: “VENGO A BUSCARLA, SEÑORA, SÉ QUE USTED ES HECHICERA Y AYUDARME PUEDE AHORA”. “POR DONDEQUIRA ME SIGUEN ME CORREN CON LAS ESCOBAS LOS FLOJOS GATOS AL VERME ME ACOMODAN UNAS SOBAS AUQUE QUIERO ANDAR DE DÍA, SÓLO DE NOCHE ME ASOMO QUIERO VOLAR SIN PELIGRO AUN VIVIENDO EN LO MÁS HONDO” LA RATA, AUNQUE ERA UNA BRUJA TENÍA MUY BUEN CORAZÓN QUISO CALMAR AL PEQUEÑO CANTÁNDOLE UNA CANCIÓN PERO ANTES, EL RATONCITO, LE ROGÓ POR UN HECHIZO “SÉ QUE USTED LOGRÓ VOLAR, DÍGAME CÓMO LO HIZO” LA RATA SE PUSO SERIA, PARA CONTESTAR, DUDÓ. MIRÓ AL RATÓN CON CARIÑO DE ESTA MANERA LE HABLÓ: “NO SÉ QUÉ TANTO TE GUSTE VOLARÁS, SI ASÍ LO QUIERES, DEJARÁS DE SER RATÓN, ARREPIÉNTETE, SI PUEDES” EL RATONCITO CONTENTO, CERRÓ CON FUERZA LOS OJOS, CON SU MAGIA, DOÑA RATA, LO TRANSFORMÓ SIN ENOJOS. UN NUEVO SER AHÍ SURGIÓ CON UNAS ALAS ENORMES COMO UN RATÓN, PERO CIEGO, CON LAS OREJAS DEFORMES. NACIÓ EL MURCIÉLAGO ENTONCES, POR LAS NOCHES SE PASEA, CON SU RADAR PODEROSO PUEDE VOLAR A ONDE SEA AUNQUE DICEN QUE ES MUY FEO, ÉL SE SIENTE MUY HERMOSO Y ASÍ VOLANDO SE SALVA DE LOS GATOS PEREZOSOS.",ESPAÑOL_ESTANDAR
HUACHITO,EL GALLO MADRUGADOR,HUACHITO ||| EL GALLO MADRUGADOR,,"EL GALLO MADRUGADOR CON LA GALLINA SE HALLABA EL SIEMPRE PLATICADOR LAS NOTICIAS COMENTABA: QUE EL MARRANITO MANUEL DEL CHIQUERO SE HA ESCAPADO SU MAMA, DOÑA ISABEL POR HUETAMO LO HA BUSCADO. ¡AY, DON GALLO, NO ME DIGA! POBRE DE MI COMADRITA, VOY A VER QUÉ SE LE OFRECE, COMO SEA, ME VOY AHORITA. GALLITO QUE CANTA Y CANTA CUANDO EL SOL AÚN NO HA SALIDO NO PARAS DE DÍA Y DE NOCHE, YA ME TIENES ABURRIDO. AL MEDIODÍA LAS NOTICIAS DE CUARÁCUARO A HUETAMO YA NO ESTÁN TAN FRESQUECITAS PASARON DE MANO EN MANO. A SAN LUCAS HAN PASADO Y TODOS SE HAN PREOCUADO POR EL CERDITO MANUEL QUE NADIE LO HABÍA ENCONTRADO. POBRE DE LA MARRANITA CHILLA Y CHILLA EN EL CHIQUERO LOS VECINOS LO CONSUELAN: ¡YA LLEGÓ, VENGAN USTÉ A VERLO! GALLITO QUE CANTA… YA DE TARDE DON GALLO SIGUE PLATICA CON LOS BECERROS LES CUENTA CUANDO A LA VACA LE PUSIERON EL CENCERRO DE NOCHE NO CIERRA EL PICO CANTA Y CANTA LOS NOTICIAS YA TODOS QUIEREN DORMIR Y EL GALLITO DICE ¡ALBRICIAS! ¡YA CÁLLESE, POR FAVOR! LE PIDIERON LAS GALLINAS MAÑANA VA A MADRUGAR VENGA Y CIERRE LAS CORTINAS. GALLITO QUE CANTA Y CANTA… EL GALLO NO TIENE SUEÑO VA EN BUSCA DEL GUAJOLOTE LE INVITA UNOS FRIJOLITOS Y UNOS SABROSOS ELOTES. EL GUAJOLOTE SE ENOJA POR DOQUIER SE PAVONEA “SI NO SE VA DE INMEDIATO, COMENZARÉ UNA PELEA” GALLITO QUE CANTA Y CANTA… GALLITO QUE CANTA Y CANTA…",ESPAÑOL_REGIONAL
HUACHITO,EL PERICO MARCEÑO,HUACHITO ||| EL PERICO MARCEÑO,,"EL PERICO MARCEÑO ESTABA UNA LINDA PERICA TENDIENDO LAS ALAS AL SOL LAVÁNDOSE EN UN ARROYO PARA CALMAR EL CALOR CUANDO UN PERICO MARCEÑO QUE DE PASO LA MIRÓ SE DETUVO DE REPENTE PUES DE ELLA SE ENAMORÓ. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR! ¡AY, PERICA, PERICA, PERICA! ¡REGÁLAME EL CORAZÓN! SIN CONOCERME SIQUIERA, ¿YA HASTA RESULTÉ TU AMOR? ¿ESPERAS QUE YO TE QUIERA, QUE TE DÉ MI CORAZÓN? ¡NI UNA PLUMA TE REGALO, PERICO VACILADOR! HAS DE HABER NACIDO EN MARZO, SALISTE MUY HABLADOR. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR!.. SI PORQUE EN MARZO NACIERA TÚ NO ME PUEDES QUERES BASTARÍA QUE LO PIDIERAS PARA VOLVER A NACER SI NO TE GUSTA QUE TE HABLE, DE PLANO ME CALLARÉ PERO QUIÉREME, PERICA, Y NUNCA TE DEJARÉ. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR!.. ¡MUCHAS PROMESAS, PERICO! ¿A CUÁNTAS SE LAS HARÁS? NI PORQUE FUERAS MUY RICO, A MÍ ME CONVENCERÁS DESDE CHICA ME ENSEÑARON QUE DESCONFIARA DE AQUÉL QUE CON UNA VEZ DE VERME, ME DECLARE SU QUERER. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR!.. NUNCA NI NOVIA HE TENIDO, TÚ LO PUEDES PREGUNTAR MI CORAZÓN HA LATIDO HASTA QUE TE VI, AL PASAR TE LLEVARÉ CON MIS PADRES, TE LOS QUIERO PRESENTAR ERES LINDA, PERIQUITA, CONTIGO ME HE DE CASAR. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR!.. TE VES SINCERO, PERICO, ME EMPIEZAS A CONVENCER PERO, ¡CIERRA UN POCO PERICO! PARA PODERTE CREER MI CORAZÓN TAMBIÉN LATE, CREO QUE YA TE QUIERO IGUAL QUE TE CONOZCAN MIS PADRES, SI NOS VAMOS A CASAR. ¡AY, PERICA, PERICA, PERICA! ¡PERIQUITA DE MI AMOR!.. ¡AY, PERICA, PERICA, PERICA! ¡TE REGALO EL CORAZÓN! AL FIN SE CASARON LOS NOVIOS, NI EL COCODRILO FALTÓ EL PERICO SIGUIÓ HABLANDO, MIENTRAS EL TIEMPO PASÓ TUVIERON DIEZ PERIQUITOS, CADA UNO EN MARZO NACIÓ HABLARON DESDE CHIQUITOS, Y ESTE CUENTO SE ACABÓ.",ESPAÑOL_ESTANDAR
HUACHITO,EL TORO Y EL BURRO,HUACHITO ||| EL TORO Y EL BURRO,,"EL BURRO BUSCABA AL TORO PA’ QUE LE FUERA A AYUDAR PORQUE NO LE HALLABA EL MODO A LA YUNTA PARA ARAR. DIJO EL TORO: “NO LA AMUELES, ESO NO SE VA A PODER, LA YUNTA ES PARA LOS BUEYES, NO ME VENGAS A MOLER”. “¡AY, TORO! NO SEAS INGRATO, —LE DIJO EL BURRITO AQUÉL— ES NOMÁS POR ESTE RATO, NADA VAMOS A PERDER. TÚ JÁLALE POR UN LADO, POR EL OTRO, VOY A VER, NO TE PONGAS DELICADO, JUNTOS VAMOS A PODER.” SE FUERON POR LOS MAGUEYES Y EL TORO SE TROPEZÓ “ESTO NO ES VIDA DE REYES, DIME, ¿QUIÉN SE LA INVENTÓ?” EL BURRO ESTABA JADEANDO, MOLESTÓ LE CONTESTÓ: “DE TODO TE ESTÁS QUEJANDO Y EL TRABAJO LO HAGO YO.” “TORITO NO SEAS INGRATO, TE NECESITO EN VERDAD VÁMONOS HACIENDO UN TRATO ¿DÓNDE QUEDÓ LA AMISTAD? TORITO TEN MÁS CUIDADO, PUES TE VAS, TE VAS, TE VAS ¿QUÉ ESTÁS HACIENDO TIRADO? AHÍ TE VOY A LEVANTAR.” POR EL CAMPO ANDA LABRANDO EL TORO PINTO Y AUDAZ CON EL BURRITO JALANDO UNA YUNTA DE VERDAD EL BURRITO, REBUZNANDO, CONTENTO DE TRABAJAR MIENTRAS EL TORO, BRAMANDO, NO SE DEJA DE QUEJAR. SI AL CAMPO VAS DE PASEO, LA YUNTA PODRÁS MIRAR Y A UN TORO GORDO Y NO FEO, CON UN BURRO, TRABAJAR JUNTO A ELLOS CORRE UN POTRILLO, BAJO UN CIELO MUY AZUL, ENTRE EL VERDE Y AMARILLO, DONDE SÓLO FALTAS TÚ.",ESPAÑOL_ESTANDAR
HUACHITO,El kuinique y la lagartija,HUACHITO ||| El kuinique y la lagartija,,"¡Ay!, niños voy a relatar De lo que yo me enteré ¡Ay!, yo misma lo presencié, Nadie me vino a contar. ¡Ay!, andaba en tierra caliente Cuando devisé un kuinique ¡Ay!, supe que su nombre es Quique, El pequeñito valiente En todo sobresaliente ¡Ay!, se encontró una lagartija, Tramposa la muy canija ¡Ay!, lo invitó a jugar carreras, Mentirosa y marrullera, Le prometió una cobija. ¡Ay!, el kuinique emocionado Por nunca pasar más frío ¡Ay!, la correteó por el río Contento e ilusionado Inocente y muy confiadu ¡Ay!, la lagartija tramposa Cual si fuera mariposa ¡Ay!, se trepó en unos nopales Juntito a los matorrales Muy cerquita de una rosa ¡Ay!, el kuinique la siguió Y no la perdió de vista ¡Ay!, comprobó que era muy lista Cuando un sonido escuchó Una kuinica llegó ¡Ay!, se miraron hechizados El juego quedó olvidado ¡Ay!, la lagartija enojada Quedó en la trampa enredada Y el kuinique enamorado. ¡Ay!, la lagartija, mosqueada, Quiso alcanzarlo en seguida ¡Ay!, pero la kuinica erguida Le dio una buena arrastrada Que la dejó atarantada ¡Ay!, sin cola, la lagartija Dejó de ser una jija ¡Ay!, riéndome de ahí me fui Porque yo mismita vi Derrotada a la canija. ¡Ay!, esta es la despedida Más les podría yo contar ¡Ay!, aunque estoy casi dormida Contigo voy a bailar.",ESPAÑOL_REGIONAL
HUACHITO,El vaquerito,HUACHITO ||| El vaquerito,,"Vaquerito, vaquerito Dale paso al mayoral Que’l caballo se le cansa Y el ganado se le va. Tan, tan, que cantaba la rana Que debajo del agua Yo soy un pobre vaquero Que no tiene ni sombrero Pero se lo van a hacer De pellejos de becerro. Tan, tan… Yo soy un pobre vaquero Que no tiene ni camisa Pero se la van a hacer De tripas de longaniza Tan, tan… Yo soy un pobre vaquero Que no tiene ni alpargatas Pero se las van a hacer De pellejo ‘e garrapatas Tan, tan… Yo soy un pobre vaquero Que no tiene ni calzones Pero se los van a hacer De pellejos de ratones Tan, tan… Ende que te vi venir Le dije a mi corazón ‘Qué bonita piedrecita Para darme un tropezón’. Tan, tan… Vaquerito, vaqueró Bajo el agua y bajo el sol Cintura de cuerda prima Y pecho de guitarrón.",ESPAÑOL_REGIONAL
